frame_id,instance_id,x,y,z,rotation
36.0,5703.0,865.899,333.313,0.729,-0.7228804695917849
37.0,5703.0,866.134,333.074,0.662,-0.7228804695917849
38.0,5703.0,866.317,332.881,0.395,-0.7228804695917849
10.0,5704.0,846.602,352.884,1.963,-0.7076262919208642
11.0,5704.0,849.212,350.719,1.906,-0.7076262919208642
12.0,5704.0,851.258,349.045,1.835,-0.7076262919208642
13.0,5704.0,853.304,347.37,1.965,-0.7076262919208642
14.0,5704.0,855.218,345.817,1.929,-0.7076262919208642
15.0,5704.0,856.857,344.505,1.959,-0.6981095844367643
16.0,5704.0,858.224,343.411,1.909,-0.6901729994009212
17.0,5704.0,859.037,342.509,1.888,-0.6988996892562395
18.0,5704.0,859.85,341.608,1.917,-0.7076262919208642
19.0,5704.0,860.771,340.834,1.796,-0.7076262919208642
20.0,5704.0,861.693,340.061,1.675,-0.7076262919208642
21.0,5704.0,862.347,339.514,1.742,-0.7076262919208642
22.0,5704.0,863.28,338.731,1.713,-0.7076262919208642
23.0,5704.0,864.554,337.655,1.615,-0.7076262919208642
24.0,5704.0,865.969,336.459,1.506,-0.7076262919208642
25.0,5704.0,867.094,335.419,1.555,-0.7076262919208642
26.0,5704.0,868.222,334.376,1.603,-0.7076262919208642
27.0,5704.0,869.32,333.351,1.657,-0.7076262919208642
28.0,5704.0,870.217,332.512,1.701,-0.7076262919208642
29.0,5704.0,871.191,331.601,1.75,-0.7076262919208642
30.0,5704.0,872.165,330.69,1.799,-0.7076262919208642
31.0,5704.0,872.919,329.967,1.822,-0.7076262919208642
32.0,5704.0,873.481,329.396,1.849,-0.7167709091086762
33.0,5704.0,873.992,328.878,1.872,-0.7250795844408073
34.0,5704.0,874.264,328.616,1.896,-0.7250795844408073
35.0,5704.0,874.536,328.355,1.92,-0.7250795844408073
36.0,5704.0,874.558,328.146,1.944,-0.7250795844408073
37.0,5704.0,874.579,327.938,1.968,-0.7250795844408073
38.0,5704.0,874.846,327.766,1.991,-0.7250795844408073
0.0,5705.0,1022.646,482.015,3.378,-2.2990326794683504
1.0,5705.0,1018.959,477.927,3.35,-2.300488473468365
2.0,5705.0,1015.276,473.844,3.322,-2.3019426238478227
3.0,5705.0,1011.593,469.761,3.293,-2.3033967916816573
4.0,5705.0,1007.906,465.674,3.265,-2.304852565318231
5.0,5705.0,1004.223,461.591,3.237,-2.306306736061129
6.0,5705.0,1000.455,456.854,3.298,-2.3079040559728536
7.0,5705.0,997.028,452.546,3.355,-2.3093566150948863
8.0,5705.0,993.595,448.228,3.411,-2.3108123945495858
9.0,5705.0,990.04,444.028,3.467,-2.3122665943831127
10.0,5705.0,986.381,439.915,3.385,-2.3077005983427252
11.0,5705.0,983.053,436.249,3.311,-2.3035937119637677
12.0,5705.0,979.397,432.144,3.228,-2.2990326794683504
13.0,5705.0,976.373,428.576,3.04,-2.2990326794683504
14.0,5705.0,973.044,424.648,2.833,-2.2990326794683504
15.0,5705.0,969.242,420.518,2.606,-2.2990326794683504
16.0,5705.0,966.439,416.848,2.693,-2.2990326794683504
17.0,5705.0,963.418,413.37,2.779,-2.2990326794683504
18.0,5705.0,960.172,410.094,2.866,-2.2990326794683504
19.0,5705.0,957.18,406.598,2.952,-2.2990326794683504
20.0,5705.0,954.172,403.116,3.039,-2.2990326794683504
21.0,5705.0,951.781,400.319,3.108,-2.2990326794683504
22.0,5705.0,948.807,396.806,3.194,-2.2990326794683504
23.0,5705.0,946.505,393.308,3.272,-2.2990326794683504
24.0,5705.0,943.641,389.698,3.824,-2.2990326794683504
25.0,5705.0,940.78,386.092,3.677,-2.2990326794683504
26.0,5705.0,937.912,382.478,3.529,-2.2990326794683504
27.0,5705.0,934.763,378.509,3.367,-2.2990326794683504
28.0,5705.0,932.187,375.262,3.234,-2.2990326794683504
29.0,5705.0,929.32,371.648,3.086,-2.2990326794683504
30.0,5705.0,926.452,368.034,2.939,-2.2990326794683504
31.0,5705.0,923.588,364.424,2.791,-2.2990326794683504
32.0,5705.0,920.435,360.451,2.629,-2.2990326794683504
33.0,5705.0,917.571,356.841,2.481,-2.2990326794683504
34.0,5705.0,914.703,353.227,2.333,-2.2990326794683504
35.0,5705.0,911.839,349.617,2.186,-2.2990326794683504
36.0,5705.0,908.968,345.999,2.038,-2.2990326794683504
0.0,5706.0,863.202,296.032,0.758,0.8130092721632255
1.0,5706.0,865.89,298.806,0.668,0.8130092721632255
2.0,5706.0,868.575,301.576,0.678,0.8130092721632255
3.0,5706.0,871.261,304.346,0.687,0.8130092721632255
4.0,5706.0,873.77,306.93,0.697,0.8130092721632255
5.0,5706.0,875.535,308.779,0.706,0.8130092721632255
6.0,5706.0,877.474,310.809,0.717,0.8130092721632255
7.0,5706.0,878.237,311.599,0.726,0.8130092721632255
8.0,5706.0,879.002,312.39,0.736,0.8130092721632255
9.0,5706.0,879.169,312.55,0.695,0.8130092721632255
10.0,5706.0,879.337,312.71,0.655,0.8130092721632255
11.0,5706.0,879.863,313.221,0.686,0.7762147350492375
12.0,5706.0,880.469,313.766,0.72,0.7353513987050341
13.0,5706.0,881.678,314.527,0.731,0.5949734491126084
14.0,5706.0,883.118,315.161,0.742,0.44045994586448156
15.0,5706.0,884.778,315.59,0.755,0.27195720404498247
16.0,5706.0,886.834,315.572,0.755,0.03635379285776419
17.0,5706.0,888.829,315.075,0.755,-0.1992750440217821
18.0,5706.0,890.897,313.982,0.805,-0.4437230357958159
19.0,5706.0,893.302,312.523,0.905,-0.5309407410543048
20.0,5706.0,895.571,310.861,1.005,-0.6181607144721251
21.0,5706.0,897.905,309.08,1.013,-0.6414268175101094
22.0,5706.0,900.763,306.777,1.025,-0.6705205920319544
23.0,5706.0,903.373,304.328,1.104,-0.7035976001243034
24.0,5706.0,906.174,301.509,1.193,-0.7403337621117267
25.0,5706.0,909.533,298.434,1.331,-0.7316171190691669
26.0,5706.0,912.899,295.352,1.47,-0.7228804695917836
27.0,5706.0,916.62,291.993,1.622,-0.7228804695917836
28.0,5706.0,919.723,289.147,1.289,-0.7228804695917836
29.0,5706.0,923.111,286.089,1.235,-0.7228804695917836
17.0,5707.0,798.447,393.115,1.934,-0.6378131218410918
18.0,5707.0,800.503,391.475,1.981,-0.6290817472613663
19.0,5707.0,802.557,389.836,2.028,-0.6203598293211487
20.0,5707.0,805.787,387.208,2.011,-0.6328282964926023
21.0,5707.0,808.369,385.106,1.998,-0.6427986705009996
22.0,5707.0,811.598,382.477,2.059,-0.6552664143610348
23.0,5707.0,814.217,380.663,2.086,-0.672719706880978
24.0,5707.0,817.217,378.288,1.936,-0.6814515496474832
25.0,5707.0,820.214,375.915,1.937,-0.6901729994009212
26.0,5707.0,823.288,373.033,1.662,-0.6901729994009212
27.0,5707.0,826.755,369.979,2.035,-0.6901729994009212
28.0,5707.0,829.229,367.78,2.013,-0.7076262919208642
29.0,5707.0,832.051,365.338,1.988,-0.7076262919208642
30.0,5707.0,835.006,362.783,1.963,-0.7076262919208642
31.0,5707.0,838.058,360.144,1.938,-0.7076262919208642
32.0,5707.0,840.867,357.711,1.911,-0.7076262919208642
33.0,5707.0,843.388,355.526,1.886,-0.7076262919208642
34.0,5707.0,845.913,353.339,1.862,-0.7076262919208642
35.0,5707.0,848.318,351.254,1.837,-0.7076262919208642
36.0,5707.0,850.728,349.164,1.812,-0.7076262919208642
37.0,5707.0,852.728,347.453,1.912,-0.7076262919208642
38.0,5707.0,854.733,345.738,2.112,-0.7076262919208642
7.0,11080.0,1452.292,1420.504,1.044,-0.2899166418664978
8.0,11080.0,1459.222,1419.054,1.146,-0.13283700918700814
9.0,11080.0,1465.846,1418.133,1.003,-0.09793095951990849
10.0,11080.0,1472.498,1417.444,0.86,-0.06302470035910956
11.0,11080.0,1479.17,1416.987,0.716,-0.028117254067348215
12.0,11080.0,1485.401,1417.045,0.706,0.012561935060645624
13.0,11080.0,1491.637,1417.358,0.696,0.053330086569360224
14.0,11080.0,1497.849,1417.924,0.686,0.0940557935722548
15.0,11080.0,1503.864,1418.774,0.651,0.12460554933133539
16.0,11080.0,1509.849,1419.808,0.616,0.15515719976641182
17.0,11080.0,1515.794,1421.023,0.581,0.185675479456527
18.0,11080.0,1521.706,1422.42,0.546,0.21622884121185781
19.0,11080.0,1526.619,1423.654,0.55,0.28607966448333055
20.0,11080.0,1531.429,1425.226,0.554,0.3558532969670006
21.0,11080.0,1536.124,1427.131,0.557,0.42571668293449894
22.0,11080.0,1540.668,1429.357,0.561,0.49548152153095065
23.0,11080.0,1543.722,1431.004,0.633,0.5362065224940697
24.0,11080.0,1546.707,1432.774,0.704,0.5769299755511337
25.0,11080.0,1549.617,1434.665,0.776,0.617654569170554
26.0,11080.0,1551.006,1435.957,0.793,0.7502374205706702
27.0,11080.0,1552.211,1437.422,0.81,0.8828284943440587
28.0,11080.0,1553.213,1439.035,0.826,1.0155577570359924
29.0,11080.0,1553.991,1440.764,0.843,1.1481506874743133
30.0,11080.0,1554.535,1442.583,0.86,1.2808796849283992
31.0,11080.0,1554.854,1443.971,0.877,1.3391577092451743
32.0,11080.0,1555.09,1445.37,0.893,1.3972127818267448
0.0,11081.0,1511.478,1401.867,1.748,3.0964235324996157
1.0,11081.0,1508.578,1401.675,1.748,-3.1227641070204792
2.0,11081.0,1505.697,1401.298,1.748,-3.0587706641449546
3.0,11081.0,1502.846,1400.738,1.748,-2.9947755569605947
4.0,11081.0,1499.209,1400.252,1.789,-2.9984076330515514
5.0,11081.0,1495.568,1399.766,1.831,-3.002043727182994
6.0,11081.0,1491.927,1399.28,1.873,-3.0056797849849572
7.0,11081.0,1488.282,1398.793,1.914,-3.009319955284054
8.0,11081.0,1485.369,1398.404,1.948,-3.0122288494805383
9.0,11081.0,1480.867,1398.103,1.989,-3.0645879239811875
10.0,11081.0,1476.356,1398.037,2.031,-3.116947312722386
11.0,11081.0,1471.847,1398.208,2.073,3.1138768250195588
12.0,11081.0,1467.355,1398.422,2.114,3.096442886821847
13.0,11081.0,1462.853,1398.637,2.156,3.078970821889541
18.0,11082.0,1482.162,1407.998,1.635,0.006976001835266254
19.0,11082.0,1482.149,1407.989,1.664,0.00872301974742351
20.0,11082.0,1482.135,1407.98,1.693,0.010468107064025567
21.0,11082.0,1482.121,1407.971,1.722,0.012215439177991172
22.0,11082.0,1482.107,1407.962,1.75,0.013960306553327362
23.0,11082.0,1482.094,1407.953,1.779,0.015705470674815647
24.0,11082.0,1482.08,1407.944,1.808,0.01745056846481119
25.0,11082.0,1482.066,1407.935,1.837,0.019195715130643665
26.0,11082.0,1482.396,1407.941,1.819,0.019354146365760494
27.0,11082.0,1482.726,1407.947,1.8,0.019512587426286476
28.0,11082.0,1483.056,1407.954,1.782,0.01967119361707481
29.0,11082.0,1483.386,1407.96,1.763,0.019829636896241395
30.0,11082.0,1483.716,1407.966,1.744,0.019988242770081044
31.0,11082.0,1484.25,1408.004,1.763,0.019988242770081044
32.0,11082.0,1484.782,1408.041,1.782,0.019988242770081044
33.0,11082.0,1485.316,1408.079,1.8,0.019988242770081044
34.0,11082.0,1485.849,1408.116,1.819,0.019988242770081044
35.0,11082.0,1486.382,1408.153,1.837,0.019988242770081044
36.0,11082.0,1486.717,1408.176,1.809,0.02871234963439706
37.0,11082.0,1487.051,1408.199,1.782,0.03743704989701069
38.0,11082.0,1487.387,1408.221,1.754,0.04617126198527566
39.0,11082.0,1487.721,1408.244,1.726,0.05489482780996769
25.0,11083.0,1448.385,1415.037,1.156,-0.15306665338180103
26.0,11083.0,1454.02,1414.235,1.111,-0.15306665338180103
27.0,11083.0,1459.643,1413.346,1.191,-0.12225762293855656
28.0,11083.0,1465.297,1412.63,1.07,-0.0914164827425421
29.0,11083.0,1470.771,1412.099,1.025,-0.0914164827425421
30.0,11083.0,1476.252,1411.566,0.93,0.04034578373538444
31.0,11083.0,1481.854,1411.621,0.885,0.04034578373538444
32.0,11083.0,1487.62,1411.824,0.815,0.05795851434289511
33.0,11083.0,1493.403,1412.028,0.745,0.07562525732897575
34.0,11083.0,1499.047,1412.613,0.708,0.10416728702630841
35.0,11083.0,1504.673,1413.359,0.671,0.13271108683219301
36.0,11083.0,1510.664,1414.278,0.609,0.1612535733317326
37.0,11083.0,1516.794,1415.611,0.598,0.20576472158519743
38.0,11083.0,1522.865,1417.219,0.586,0.25032439669562995
39.0,11083.0,1528.851,1419.092,0.574,0.29482975734230016
17.0,11084.0,1541.939,1411.51,0.817,-2.8382121824236624
18.0,11084.0,1537.926,1410.268,1.006,-2.8382121824236624
19.0,11084.0,1533.943,1409.035,1.006,-2.8382121824236624
20.0,11084.0,1529.964,1407.804,1.006,-2.8382121824236624
21.0,11084.0,1525.308,1406.465,1.006,-2.8382121824236624
22.0,11084.0,1520.68,1405.269,1.006,-2.9625671769704245
23.0,11084.0,1516.252,1404.367,1.006,-2.9625671769704245
24.0,11084.0,1511.618,1403.653,1.006,-3.020641336533378
25.0,11084.0,1506.868,1403.164,1.006,-3.0374891598362703
26.0,11084.0,1502.118,1402.675,1.006,-3.0543364438793943
27.0,11084.0,1497.362,1402.246,1.006,-3.0543364438793943
28.0,11084.0,1492.278,1401.88,1.006,-3.060718960935474
29.0,11084.0,1487.199,1401.513,1.006,-3.067094922218423
30.0,11084.0,1482.114,1401.146,1.006,-3.1245030368552222
31.0,11084.0,1477.146,1400.751,1.006,-3.1245030368552222
32.0,11084.0,1472.065,1401.539,1.006,3.0284708273599676
2.0,11085.0,1522.505,1399.657,0.73,2.4731664566029288
3.0,11085.0,1520.528,1400.7,0.763,2.660683001447759
4.0,11085.0,1518.39,1401.356,0.797,2.8482036727377045
5.0,11085.0,1516.166,1401.602,0.83,3.035931791677533
6.0,11085.0,1513.934,1401.428,0.864,-3.059527272219096
7.0,11085.0,1511.113,1401.184,0.897,-3.059527272219096
8.0,11085.0,1508.425,1400.953,0.924,-3.059527272219096
9.0,11085.0,1504.993,1400.659,0.957,-3.059527272219096
10.0,11085.0,1500.999,1400.382,0.99,-3.0944398881616197
11.0,11085.0,1496.876,1400.189,1.024,-3.0944465128403853
12.0,11085.0,1492.39,1399.981,1.057,-3.111887149778926
13.0,11085.0,1487.637,1399.989,1.09,-3.133721741924668
14.0,11085.0,1482.888,1399.997,1.124,3.127651705522571
15.0,11085.0,1477.53,1400.258,1.157,3.1058423764619643
21.0,11086.0,1533.967,1406.195,1.079,-2.846197932683426
22.0,11086.0,1530.274,1405.186,1.079,-2.9358446490049124
23.0,11086.0,1526.581,1404.176,1.079,-2.9358446490049124
24.0,11086.0,1522.889,1403.166,1.079,-2.9358446490049124
25.0,11086.0,1519.254,1402.433,1.079,-2.9358446490049124
26.0,11086.0,1515.619,1401.7,1.079,-2.9358446490049124
27.0,11086.0,1511.825,1401.065,1.079,-2.9867772912650215
28.0,11086.0,1507.999,1400.624,1.079,-3.037763016485787
29.0,11086.0,1504.005,1399.866,1.079,-3.037763016485787
30.0,11086.0,1500.479,1399.654,1.079,-3.037763016485787
31.0,11086.0,1496.264,1399.152,1.079,-3.037763016485787
32.0,11086.0,1491.786,1398.819,1.197,-3.037763016485787
33.0,11086.0,1487.856,1398.508,1.316,-3.108978067150463
34.0,11086.0,1483.474,1398.247,1.434,-3.108978067150463
35.0,11086.0,1478.822,1398.187,1.552,3.133598152587348
18.0,11087.0,1526.62,1404.285,0.574,-2.935135836266132
19.0,11087.0,1522.613,1403.336,0.379,-2.9589408624512017
20.0,11087.0,1519.018,1402.636,0.184,-2.9589408624512017
21.0,11087.0,1515.629,1401.975,0.496,-2.980920247747887
22.0,11087.0,1512.244,1401.315,0.808,-3.0028686295280917
23.0,11087.0,1507.961,1400.637,1.119,-3.0028686295280917
24.0,11087.0,1503.692,1400.093,1.119,-3.0376639216856827
25.0,11087.0,1499.406,1399.699,1.119,-3.0724601883726277
26.0,11087.0,1495.136,1399.334,1.119,-3.0724601883726277
27.0,11087.0,1490.343,1399.071,1.119,-3.0724601883726277
28.0,11087.0,1485.545,1398.808,1.119,-3.0724601883726277
29.0,11087.0,1479.548,1398.564,1.119,-3.0724601883726277
30.0,11087.0,1475.32,1398.341,1.119,-3.1261964342516744
31.0,11087.0,1471.082,1398.345,1.119,3.103208170336349
32.0,11087.0,1466.866,1398.575,1.119,3.0496332142693783
5.0,11088.0,1500.096,1408.772,0.797,0.06660176458511469
6.0,11088.0,1500.096,1408.772,0.797,0.06660176458511469
7.0,11088.0,1500.096,1408.772,0.797,0.06660176458511469
8.0,11088.0,1500.096,1408.772,0.797,0.06660176458511469
9.0,11088.0,1500.096,1408.772,0.797,0.06660176458511469
10.0,11088.0,1500.096,1408.772,0.797,0.06660176458511469
11.0,11088.0,1500.246,1408.788,0.797,0.06660176458511469
12.0,11088.0,1500.394,1408.805,0.797,0.06660176458511469
13.0,11088.0,1500.544,1408.821,0.797,0.06660176458511469
14.0,11088.0,1500.693,1408.838,0.797,0.06660176458511469
15.0,11088.0,1500.842,1408.854,0.797,0.06660176458511469
16.0,11088.0,1501.385,1408.943,0.797,0.06660176458511469
17.0,11088.0,1501.927,1409.031,0.797,0.06660176458511469
18.0,11088.0,1502.469,1409.119,0.797,0.06660176458511469
19.0,11088.0,1503.013,1409.208,0.797,0.06660176458511469
20.0,11088.0,1503.555,1409.296,0.797,0.06660176458511469
21.0,11088.0,1503.693,1409.299,0.797,0.06660176458511469
22.0,11088.0,1503.83,1409.302,0.797,0.06660176458511469
23.0,11088.0,1503.967,1409.304,0.797,0.06660176458511469
24.0,11088.0,1504.104,1409.307,0.797,0.06660176458511469
25.0,11088.0,1504.241,1409.309,0.797,0.06660176458511469
26.0,11088.0,1504.228,1409.309,0.797,0.06660176458511469
20.0,11089.0,1468.156,1411.8,1.21,-0.043737950856606256
21.0,11089.0,1474.33,1411.473,1.145,-0.026284658336662933
22.0,11089.0,1480.395,1411.408,1.08,-0.00010694555273293993
23.0,11089.0,1486.462,1411.502,1.015,0.02607521922316702
24.0,11089.0,1492.44,1411.767,0.995,0.06098108850090922
25.0,11089.0,1498.407,1412.241,0.975,0.09588793540499507
26.0,11089.0,1504.352,1412.923,0.955,0.1307936650218311
27.0,11089.0,1510.676,1413.872,0.935,0.16570155938271358
28.0,11089.0,1517.279,1415.281,0.935,0.21225964442334355
29.0,11089.0,1523.802,1416.995,0.935,0.2587699075403922
30.0,11089.0,1530.246,1419.012,0.935,0.30532789954226014
31.0,11089.0,1536.918,1421.456,0.935,0.35194143075058815
32.0,11089.0,1543.776,1424.328,0.935,0.3983766345741297
33.0,11089.0,1550.514,1427.526,0.935,0.4449542397018067
34.0,11089.0,1557.399,1430.895,0.935,0.4449542397018067
35.0,11089.0,1564.284,1434.264,0.935,0.4449542397018067
36.0,11089.0,1571.169,1437.632,0.935,0.4449542397018067
37.0,11089.0,1578.055,1441.001,0.935,0.4449542397018067
38.0,11089.0,1584.948,1444.374,0.935,0.4449542397018067
39.0,11089.0,1592.193,1447.78,0.935,0.4449542397018067
12.0,110810.0,1541.29,1411.526,0.392,-2.8618636826188744
13.0,110810.0,1537.777,1410.376,0.63,-2.8618636826188744
14.0,110810.0,1534.268,1409.227,0.987,-2.8618636826188744
15.0,110810.0,1530.743,1408.074,0.987,-2.8618636826188744
16.0,110810.0,1525.966,1406.828,0.987,-2.8618636826188744
17.0,110810.0,1521.131,1405.804,0.987,-2.8618636826188744
18.0,110810.0,1515.752,1404.891,0.987,-2.913100850022293
19.0,110810.0,1510.367,1403.978,0.987,-3.021112574722339
20.0,110810.0,1504.566,1403.391,0.987,-3.021112574722339
21.0,110810.0,1498.732,1402.743,0.987,-3.0446715051861823
22.0,110810.0,1492.907,1402.097,0.987,-3.0681972040705694
23.0,110810.0,1486.793,1401.86,0.987,-3.0681972040705694
24.0,110810.0,1480.663,1401.449,0.987,-3.104326054583345
25.0,110810.0,1474.517,1401.495,0.987,-3.104326054583345
15.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
16.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
17.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
18.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
19.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
20.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
21.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
22.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
23.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
24.0,9820.0,388.854,1131.458,1.097,-1.9754683671587705
25.0,9820.0,388.867,1131.442,1.097,-1.9754683671587705
26.0,9820.0,388.808,1131.26,1.097,-1.9754683671587705
27.0,9820.0,388.501,1130.498,1.097,-1.9754683671587705
28.0,9820.0,388.305,1129.995,1.097,-1.9754683671587705
29.0,9820.0,387.79,1128.746,1.097,-1.9754683671587705
30.0,9820.0,387.174,1127.161,1.097,-1.97190674598029
31.0,9820.0,386.404,1125.222,1.097,-1.9683452031758135
32.0,9820.0,385.691,1123.421,1.097,-1.964783631871699
33.0,9820.0,384.674,1120.889,1.097,-1.9612181703669516
34.0,9820.0,383.586,1118.192,1.097,-1.9580150746388285
35.0,9820.0,382.172,1114.835,1.13,-1.9617766611581404
